height,time,proposer_hex,proposer_moniker
60363112,2026-04-27T14:14:28.552578132Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60363113,2026-04-27T14:14:29.43468971Z,66B69666EBF776E7EBCBE197ABA466A712E27076,66B696…7076
60363114,2026-04-27T14:14:30.32048106Z,2022FE8CC49E48630C76160E11A880459219D244,2022FE…D244
60363115,2026-04-27T14:14:31.241219941Z,05F843C91498D43DB68370EF9E4B9C4D66D14FA5,05F843…4FA5
60363116,2026-04-27T14:14:33.419214433Z,CDC018822747024BEAFD10A45ABECC7AC19CBAB0,CDC018…BAB0
60363117,2026-04-27T14:14:34.295902862Z,C71EF3C044998473B4CECCAE99771976F198D4A5,C71EF3…D4A5
60363118,2026-04-27T14:14:36.35483325Z,06F45C36FCB957E55D923A6D4E905C2D715115AD,06F45C…15AD
60363119,2026-04-27T14:14:37.148399963Z,C8969171F9B5A3354C712A20F007CDE0648C990F,C89691…990F
60363120,2026-04-27T14:14:37.946378619Z,AB55E9D9EA6B589C3E9EF7D84458285EC28CE5E9,AB55E9…E5E9
60363121,2026-04-27T14:14:38.855786093Z,4D5ED32FFAA70B269E78400BA7DA12B8D5974BE7,4D5ED3…4BE7
60363122,2026-04-27T14:14:39.69889466Z,17386B308EF9670CDD412FB2F3C09C5B875FB8B8,17386B…B8B8
60363123,2026-04-27T14:14:40.679731344Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60363124,2026-04-27T14:14:41.536858227Z,99063B919404B6950A79A6A31E370378FE07020D,99063B…020D
60363125,2026-04-27T14:14:42.421965321Z,4B56B7D3FB47183A3CED7AE24C9AA0F0DEB0BB04,4B56B7…BB04
60363126,2026-04-27T14:14:43.445465734Z,97AFE45395B74E784C88D45E5CCA2995019FAE08,97AFE4…AE08
60363127,2026-04-27T14:14:44.316615706Z,F9A968A405FB0429410AE5165E5F2193271E678A,F9A968…678A
60363128,2026-04-27T14:14:46.308176081Z,C9E615289D1D92E50292C3B0BD8358D9B2E40290,C9E615…0290
60363129,2026-04-27T14:14:47.196743403Z,72B1489EFB57A680577A838A5BAAEBE162A7C802,72B148…C802
60363130,2026-04-27T14:14:48.092979055Z,66B69666EBF776E7EBCBE197ABA466A712E27076,66B696…7076
60363131,2026-04-27T14:14:48.955335675Z,D24B7A32413338C2AA26FC0016D91FBE73BB5EAE,D24B7A…5EAE
60363132,2026-04-27T14:14:49.863085474Z,26F7777BD52918AE71801022B0E2DEED97DDD504,26F777…D504
60363133,2026-04-27T14:14:50.851241496Z,E08FBA0FE999707D1496BAAB743EAB27784DC1C5,E08FBA…C1C5
60363134,2026-04-27T14:14:51.821658627Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
60363135,2026-04-27T14:14:52.684389999Z,C71EF3C044998473B4CECCAE99771976F198D4A5,C71EF3…D4A5
60363136,2026-04-27T14:14:54.707395454Z,7EDB006522610C58283E30644A14F27BCC0D32ED,7EDB00…32ED
60363137,2026-04-27T14:14:55.562939949Z,943547CACB29C55797E121ACB4E586C49D9D39FD,943547…39FD
60363138,2026-04-27T14:14:56.353083854Z,51D7D05A659208A6576190AEBBE8F07603851515,51D7D0…1515
60363139,2026-04-27T14:14:57.204297336Z,16A169951A878247DBE258FDDC71638F6606D156,16A169…D156
60363140,2026-04-27T14:14:58.101573765Z,7341E970B9B3EFF82B2060D3469FC50D7AF04146,7341E9…4146
60363141,2026-04-27T14:14:59.019999954Z,6E705424231DCEEC337EB451BC4C1D2C5FBA48C9,6E7054…48C9
60363142,2026-04-27T14:14:59.968113936Z,C8969171F9B5A3354C712A20F007CDE0648C990F,C89691…990F
60363143,2026-04-27T14:15:00.791309326Z,46DEA137CFB10BC419B2577AA9A58718680E18BA,46DEA1…18BA
60363144,2026-04-27T14:15:01.64169078Z,39327692C258A57970EF53F0AA4D3C00F95988B8,393276…88B8
60363145,2026-04-27T14:15:02.621112773Z,CB5A63B91E8F4EE8DB935942CBE25724636479E0,CB5A63…79E0
